doctor_id,specialization,experience_years,performance_rating,department
D00638,Urology,10,2.62,Urology
D00639,Orthopedics,32,4.8,Orthopedics
D00640,Neurology,26,3.12,Neurology
D00641,Neurology,17,4.76,Neurology
D00642,Orthopedics,1,1.2,Orthopedics
D00643,Emergency,39,3.7,Emergency
D00644,Orthopedics,26,1.52,Orthopedics
D00645,Oncology,30,1.12,Oncology
D00646,Oncology,9,2.06,Oncology
D00647,Emergency,33,1.08,Emergency
D00648,Orthopedics,26,1.64,Orthopedics
D00649,Oncology,10,1.8,Oncology
D00650,Gastroenterology,32,4.99,Gastroenterology
D00651,Orthopedics,39,1.24,Orthopedics
D00652,Gastroenterology,33,4.8,Gastroenterology
D00653,Oncology,27,2.53,Oncology
D00654,Neurology,29,3.17,Neurology
D00655,Oncology,19,1.13,Oncology
D00656,Gastroenterology,18,1.02,Gastroenterology
D00657,Pediatrics,35,1.98,Pediatrics
D00658,Cardiology,28,3.75,Cardiology
D00659,Urology,38,3.78,Urology
D00660,Orthopedics,10,3.34,Orthopedics
D00661,Pediatrics,3,2.85,Pediatrics
D00662,Oncology,29,1.96,Oncology
D00663,Neurology,16,4.35,Neurology
D00664,Emergency,36,3.29,Emergency
D00665,Oncology,1,2.37,Oncology
D00666,Neurology,18,1.59,Neurology
D00667,Cardiology,4,3.64,Cardiology
D00668,Oncology,5,1.78,Oncology
D00669,Gastroenterology,21,3.09,Gastroenterology
D00670,Emergency,4,2.74,Emergency
D00671,Neurology,20,1.8,Neurology
D00672,Neurology,19,4.12,Neurology
D00673,Neurology,35,2.83,Neurology
D00674,Cardiology,24,1.1,Cardiology
D00675,Oncology,20,3.01,Oncology
D00676,Cardiology,28,1.83,Cardiology
D00677,Orthopedics,38,4.97,Orthopedics
D00678,Urology,24,3.59,Urology
D00679,Urology,20,1.39,Urology
D00680,Orthopedics,24,3.02,Orthopedics
D00681,Oncology,6,2.58,Oncology
D00682,Gastroenterology,38,3.37,Gastroenterology
D00683,Cardiology,25,3.64,Cardiology
D00684,Emergency,32,2.82,Emergency
D00685,Neurology,17,3.56,Neurology
D00686,Neurology,17,2.15,Neurology
D00687,Oncology,5,1.15,Oncology
D00688,Gastroenterology,17,1.22,Gastroenterology
D00689,Urology,9,4.41,Urology
D00690,Urology,20,2.36,Urology
D00691,Neurology,2,4.77,Neurology
D00692,Oncology,19,2.89,Oncology
D00693,Cardiology,9,4.37,Cardiology
D00694,Urology,40,1.55,Urology
D00695,Cardiology,19,4.43,Cardiology
D00696,Gastroenterology,4,4.75,Gastroenterology
D00697,Urology,6,4.82,Urology
D00698,Urology,36,2.2,Urology
D00699,Pediatrics,11,3.88,Pediatrics
D00700,Urology,21,1.25,Urology
D00701,Orthopedics,25,2.16,Orthopedics
D00702,Emergency,30,2.32,Emergency
D00703,Orthopedics,18,3.84,Orthopedics
D00704,Oncology,25,2.29,Oncology
D00705,Oncology,21,1.27,Oncology
D00706,Cardiology,23,2.87,Cardiology
D00707,Orthopedics,30,2.2,Orthopedics
D00708,Orthopedics,18,4.09,Orthopedics
D00709,Orthopedics,33,3.06,Orthopedics
D00710,Gastroenterology,35,2.23,Gastroenterology
D00711,Urology,22,1.22,Urology
D00712,Emergency,24,1.87,Emergency
D00713,Cardiology,23,1.68,Cardiology
D00714,Orthopedics,1,2.39,Orthopedics
D00715,Orthopedics,15,1.15,Orthopedics
D00716,Pediatrics,28,1.17,Pediatrics
D00717,Cardiology,20,4.66,Cardiology
D00718,Orthopedics,36,4.57,Orthopedics
D00719,Cardiology,16,3.84,Cardiology
D00720,Urology,5,3.88,Urology
D00721,Pediatrics,15,1.31,Pediatrics
D00722,Cardiology,2,1.59,Cardiology
D00723,Emergency,24,2.12,Emergency
D00724,Emergency,13,3.0,Emergency
D00725,Oncology,23,4.39,Oncology
D00726,Pediatrics,12,4.94,Pediatrics
D00727,Pediatrics,33,4.12,Pediatrics
D00728,Oncology,25,1.61,Oncology
D00729,Cardiology,35,4.59,Cardiology
D00730,Pediatrics,35,3.77,Pediatrics
D00731,Emergency,1,1.36,Emergency
D00732,Emergency,4,2.36,Emergency
D00733,Orthopedics,31,4.21,Orthopedics
D00734,Urology,28,4.49,Urology
D00735,Pediatrics,11,3.99,Pediatrics
D00736,Cardiology,32,2.93,Cardiology
D00737,Oncology,2,4.98,Oncology
D00738,Oncology,13,1.01,Oncology
D00739,Cardiology,17,1.42,Cardiology
D00740,Gastroenterology,4,2.84,Gastroenterology
D00741,Neurology,31,3.84,Neurology
D00742,Urology,38,1.11,Urology
D00743,Oncology,3,2.71,Oncology
D00744,Pediatrics,12,2.0,Pediatrics
D00745,Urology,18,3.24,Urology
D00746,Pediatrics,30,2.26,Pediatrics
D00747,Gastroenterology,11,3.61,Gastroenterology
D00748,Emergency,24,1.59,Emergency
D00749,Urology,21,4.04,Urology
D00750,Orthopedics,35,3.18,Orthopedics
D00751,Oncology,4,4.01,Oncology
D00752,Urology,26,2.95,Urology
D00753,Urology,8,2.52,Urology
D00754,Urology,24,1.95,Urology
D00755,Neurology,12,4.54,Neurology
D00756,Urology,5,2.75,Urology
D00757,Pediatrics,16,2.9,Pediatrics
D00758,Emergency,32,3.11,Emergency
D00759,Gastroenterology,29,3.08,Gastroenterology
D00760,Cardiology,33,3.35,Cardiology
D00761,Urology,14,1.54,Urology
D00762,Oncology,25,4.33,Oncology
D00763,Urology,8,2.38,Urology
D00764,Oncology,27,1.61,Oncology
D00765,Pediatrics,35,1.69,Pediatrics
D00766,Oncology,22,2.45,Oncology
D00767,Orthopedics,7,2.03,Orthopedics
D00768,Cardiology,36,4.34,Cardiology
D00769,Emergency,12,4.52,Emergency
D00770,Oncology,9,3.85,Oncology
D00771,Oncology,35,4.25,Oncology
D00772,Emergency,39,1.05,Emergency
D00773,Cardiology,19,1.34,Cardiology
D00774,Urology,28,4.24,Urology
D00775,Oncology,29,2.88,Oncology
D00776,Emergency,8,4.76,Emergency
D00777,Orthopedics,27,4.4,Orthopedics
D00778,Orthopedics,5,2.35,Orthopedics
D00779,Pediatrics,29,2.28,Pediatrics
D00780,Emergency,35,4.53,Emergency
D00781,Pediatrics,33,2.74,Pediatrics
D00782,Orthopedics,32,2.8,Orthopedics
D00783,Cardiology,21,3.14,Cardiology
D00784,Urology,10,4.07,Urology
D00785,Emergency,16,2.45,Emergency
D00786,Gastroenterology,11,2.67,Gastroenterology
D00787,Orthopedics,19,2.8,Orthopedics
D00788,Orthopedics,13,4.35,Orthopedics
D00789,Gastroenterology,15,2.67,Gastroenterology
D00790,Neurology,36,4.33,Neurology
D00791,Orthopedics,32,3.22,Orthopedics
D00792,Oncology,19,3.4,Oncology
D00793,Cardiology,15,3.55,Cardiology
D00794,Emergency,38,2.53,Emergency
D00795,Gastroenterology,22,3.43,Gastroenterology
D00796,Oncology,13,1.71,Oncology
D00797,Gastroenterology,20,2.27,Gastroenterology
D00798,Emergency,15,4.41,Emergency
D00799,Pediatrics,7,2.46,Pediatrics
D00800,Emergency,22,2.56,Emergency
D00801,Neurology,20,4.6,Neurology
D00802,Emergency,19,2.36,Emergency
D00803,Emergency,27,3.59,Emergency
D00804,Neurology,8,4.78,Neurology
D00805,Cardiology,18,4.99,Cardiology
D00806,Orthopedics,10,3.15,Orthopedics
D00807,Emergency,35,3.44,Emergency
D00808,Neurology,15,2.74,Neurology
D00809,Oncology,23,4.0,Oncology
D00810,Pediatrics,12,3.88,Pediatrics
D00811,Pediatrics,27,2.52,Pediatrics
D00812,Emergency,6,1.22,Emergency
D00813,Cardiology,24,3.5,Cardiology
D00814,Cardiology,22,1.14,Cardiology
D00815,Oncology,9,3.55,Oncology
D00816,Emergency,10,4.26,Emergency
D00817,Pediatrics,3,3.31,Pediatrics
D00818,Cardiology,6,2.33,Cardiology
D00819,Emergency,26,3.01,Emergency
D00820,Gastroenterology,14,2.44,Gastroenterology
D00821,Cardiology,36,1.44,Cardiology
D00822,Neurology,19,2.27,Neurology
D00823,Gastroenterology,39,2.95,Gastroenterology
D00824,Orthopedics,23,2.37,Orthopedics
D00825,Cardiology,5,1.09,Cardiology
D00826,Pediatrics,15,1.37,Pediatrics
D00827,Urology,30,1.49,Urology
D00828,Gastroenterology,33,2.66,Gastroenterology
D00829,Orthopedics,38,1.14,Orthopedics
D00830,Oncology,19,2.91,Oncology
D00831,Oncology,5,1.25,Oncology
D00832,Pediatrics,9,4.65,Pediatrics
D00833,Cardiology,7,4.97,Cardiology
D00834,Emergency,24,2.52,Emergency
D00835,Cardiology,16,4.13,Cardiology
D00836,Pediatrics,37,4.58,Pediatrics
D00837,Oncology,10,4.38,Oncology
D00838,Cardiology,21,3.23,Cardiology
D00839,Oncology,21,2.81,Oncology
D00840,Gastroenterology,15,2.3,Gastroenterology
D00841,Orthopedics,13,1.35,Orthopedics
D00842,Emergency,7,4.88,Emergency
D00843,Gastroenterology,40,1.24,Gastroenterology
D00844,Oncology,8,1.75,Oncology
D00845,Oncology,38,3.03,Oncology
D00846,Urology,2,1.33,Urology
D00847,Urology,37,3.82,Urology
D00848,Gastroenterology,22,1.05,Gastroenterology
D00849,Neurology,4,4.4,Neurology
D00850,Gastroenterology,7,4.68,Gastroenterology
D00851,Urology,1,3.71,Urology
D00852,Oncology,19,3.54,Oncology
D00853,Pediatrics,30,3.37,Pediatrics
D00854,Gastroenterology,2,1.29,Gastroenterology
D00855,Oncology,13,2.36,Oncology
D00856,Pediatrics,28,3.53,Pediatrics
D00857,Pediatrics,14,1.84,Pediatrics
D00858,Urology,3,1.02,Urology
D00859,Gastroenterology,16,3.12,Gastroenterology
D00860,Cardiology,25,2.42,Cardiology
D00861,Emergency,3,1.93,Emergency
D00862,Urology,34,4.23,Urology
D00863,Urology,3,3.81,Urology
D00864,Cardiology,29,3.59,Cardiology
D00865,Emergency,40,4.88,Emergency
D00866,Oncology,19,3.62,Oncology
D00867,Neurology,20,3.92,Neurology
D00868,Gastroenterology,21,2.03,Gastroenterology
D00869,Neurology,20,4.05,Neurology
D00870,Oncology,28,3.19,Oncology
D00871,Orthopedics,27,3.26,Orthopedics
D00872,Urology,25,1.56,Urology
D00873,Emergency,2,3.94,Emergency
D00874,Urology,24,3.67,Urology
D00875,Pediatrics,33,1.6,Pediatrics
D00876,Urology,19,1.72,Urology
D00877,Urology,26,4.45,Urology
D00878,Oncology,3,3.47,Oncology
D00879,Oncology,27,1.61,Oncology
D00880,Oncology,14,1.86,Oncology
D00881,Neurology,20,2.87,Neurology
D00882,Pediatrics,35,4.6,Pediatrics
D00883,Orthopedics,23,3.02,Orthopedics
D00884,Orthopedics,25,1.72,Orthopedics
D00885,Oncology,4,4.39,Oncology
D00886,Emergency,2,2.67,Emergency
D00887,Neurology,2,3.78,Neurology
D00888,Cardiology,25,1.54,Cardiology
D00889,Emergency,23,4.06,Emergency
D00890,Gastroenterology,21,4.67,Gastroenterology
D00891,Gastroenterology,25,4.29,Gastroenterology
D00892,Emergency,27,1.12,Emergency
D00893,Oncology,11,3.35,Oncology
D00894,Cardiology,14,3.31,Cardiology
D00895,Cardiology,17,4.26,Cardiology
D00896,Neurology,15,4.98,Neurology
D00897,Cardiology,31,4.73,Cardiology
D00898,Gastroenterology,34,1.41,Gastroenterology
D00899,Pediatrics,36,4.04,Pediatrics
D00900,Oncology,40,4.71,Oncology
D00901,Cardiology,13,2.63,Cardiology
D00902,Neurology,18,4.72,Neurology
D00903,Gastroenterology,17,4.62,Gastroenterology
D00904,Pediatrics,39,3.56,Pediatrics
D00905,Urology,28,4.63,Urology
D00906,Urology,26,3.96,Urology
D00907,Pediatrics,14,3.51,Pediatrics
D00908,Gastroenterology,37,2.25,Gastroenterology
D00909,Neurology,11,3.23,Neurology
D00910,Pediatrics,32,3.72,Pediatrics
D00911,Oncology,24,3.08,Oncology
D00912,Oncology,31,3.01,Oncology
D00913,Urology,40,4.58,Urology
D00914,Cardiology,8,4.94,Cardiology
D00915,Neurology,39,3.87,Neurology
D00916,Urology,8,2.37,Urology
D00917,Cardiology,31,4.58,Cardiology
D00918,Cardiology,19,4.29,Cardiology
D00919,Orthopedics,36,3.96,Orthopedics
D00920,Oncology,39,2.56,Oncology
D00921,Gastroenterology,32,3.41,Gastroenterology
D00922,Emergency,21,2.55,Emergency
D00923,Gastroenterology,23,1.69,Gastroenterology
D00924,Emergency,36,4.11,Emergency
D00925,Pediatrics,15,3.8,Pediatrics
D00926,Oncology,2,2.21,Oncology
D00927,Cardiology,12,3.04,Cardiology
D00928,Neurology,38,3.39,Neurology
D00929,Emergency,6,4.22,Emergency
D00930,Gastroenterology,38,1.11,Gastroenterology
D00931,Cardiology,1,4.49,Cardiology
D00932,Emergency,38,2.53,Emergency
D00933,Emergency,26,3.09,Emergency
D00934,Orthopedics,23,2.86,Orthopedics
D00935,Emergency,1,4.16,Emergency
D00936,Neurology,21,3.65,Neurology
D00937,Oncology,19,3.98,Oncology
D00938,Neurology,29,4.88,Neurology
D00939,Urology,26,4.11,Urology
D00940,Cardiology,34,3.94,Cardiology
D00941,Oncology,17,1.54,Oncology
D00942,Orthopedics,18,2.41,Orthopedics
D00943,Oncology,32,3.38,Oncology
D00944,Oncology,4,2.18,Oncology
D00945,Gastroenterology,30,3.62,Gastroenterology
D00946,Oncology,31,2.05,Oncology
D00947,Orthopedics,18,2.27,Orthopedics
D00948,Neurology,5,1.13,Neurology
D00949,Oncology,32,1.93,Oncology
D00950,Pediatrics,29,3.05,Pediatrics
D00951,Cardiology,12,3.54,Cardiology
D00952,Oncology,15,2.77,Oncology
D00953,Cardiology,15,2.36,Cardiology
D00954,Pediatrics,35,3.26,Pediatrics
D00955,Pediatrics,35,1.25,Pediatrics
D00956,Cardiology,14,2.09,Cardiology
D00957,Emergency,39,2.54,Emergency
D00958,Urology,18,2.92,Urology
D00959,Gastroenterology,38,4.23,Gastroenterology
D00960,Emergency,22,4.01,Emergency
D00961,Emergency,38,2.89,Emergency
D00962,Neurology,11,2.97,Neurology
D00963,Gastroenterology,3,3.81,Gastroenterology
D00964,Gastroenterology,14,3.01,Gastroenterology
D00965,Emergency,25,1.53,Emergency
D00966,Oncology,14,2.85,Oncology
D00967,Neurology,31,3.41,Neurology
D00968,Neurology,25,3.34,Neurology
D00969,Pediatrics,19,1.51,Pediatrics
D00970,Orthopedics,12,4.88,Orthopedics
D00971,Gastroenterology,7,2.47,Gastroenterology
D00972,Emergency,14,4.95,Emergency
D00973,Pediatrics,29,4.27,Pediatrics
D00974,Cardiology,14,1.96,Cardiology
D00975,Urology,23,4.67,Urology
D00976,Orthopedics,14,1.93,Orthopedics
D00977,Orthopedics,23,1.55,Orthopedics
D00978,Orthopedics,8,2.69,Orthopedics
D00979,Neurology,13,1.56,Neurology
D00980,Cardiology,36,1.19,Cardiology
D00981,Orthopedics,1,2.3,Orthopedics
D00982,Cardiology,37,2.18,Cardiology
D00983,Oncology,26,4.69,Oncology
D00984,Orthopedics,4,2.69,Orthopedics
D00985,Urology,16,4.96,Urology
D00986,Cardiology,25,1.49,Cardiology
D00987,Cardiology,19,3.13,Cardiology
D00988,Urology,20,3.88,Urology
D00989,Orthopedics,26,2.24,Orthopedics
D00990,Urology,32,1.58,Urology
D00991,Cardiology,3,3.46,Cardiology
D00992,Urology,7,3.33,Urology
D00993,Cardiology,32,2.34,Cardiology
D00994,Cardiology,5,2.04,Cardiology
D00995,Oncology,21,4.41,Oncology
D00996,Emergency,30,4.81,Emergency
D00997,Cardiology,20,3.8,Cardiology
D00998,Orthopedics,29,3.0,Orthopedics
D00999,Pediatrics,24,1.37,Pediatrics
D01000,Neurology,1,1.42,Neurology
D01001,Gastroenterology,25,2.84,Gastroenterology
D01002,Emergency,27,4.6,Emergency
D01003,Emergency,25,4.08,Emergency
D01004,Emergency,21,3.77,Emergency
D01005,Oncology,17,2.04,Oncology
D01006,Cardiology,28,1.55,Cardiology
D01007,Oncology,32,4.58,Oncology
D01008,Cardiology,34,1.75,Cardiology
D01009,Orthopedics,22,1.93,Orthopedics
D01010,Oncology,19,4.06,Oncology
D01011,Oncology,8,4.12,Oncology
D01012,Neurology,2,3.75,Neurology
D01013,Pediatrics,5,1.58,Pediatrics
D01014,Oncology,28,1.75,Oncology
D01015,Neurology,4,4.34,Neurology
D01016,Urology,36,2.28,Urology
D01017,Pediatrics,1,3.22,Pediatrics
D01018,Orthopedics,15,4.23,Orthopedics
D01019,Oncology,13,2.12,Oncology
D01020,Gastroenterology,31,1.7,Gastroenterology
D01021,Emergency,17,2.42,Emergency
D01022,Urology,6,3.09,Urology
D01023,Urology,24,2.76,Urology
D01024,Orthopedics,13,2.11,Orthopedics
D01025,Neurology,21,2.6,Neurology
D01026,Urology,24,4.0,Urology
D01027,Pediatrics,22,3.23,Pediatrics
D01028,Oncology,29,2.25,Oncology
D01029,Oncology,24,3.03,Oncology
D01030,Gastroenterology,12,4.06,Gastroenterology
D01031,Orthopedics,20,2.17,Orthopedics
D01032,Emergency,34,1.74,Emergency
D01033,Neurology,15,3.2,Neurology
D01034,Emergency,4,2.92,Emergency
D01035,Urology,14,3.36,Urology
D01036,Orthopedics,1,1.44,Orthopedics
D01037,Gastroenterology,33,1.88,Gastroenterology
D01038,Emergency,29,1.25,Emergency
D01039,Pediatrics,10,4.35,Pediatrics
D01040,Oncology,36,2.59,Oncology
D01041,Urology,14,4.57,Urology
D01042,Gastroenterology,22,4.78,Gastroenterology
D01043,Emergency,33,1.23,Emergency
D01044,Neurology,28,2.75,Neurology
D01045,Pediatrics,7,2.75,Pediatrics
D01046,Pediatrics,36,3.59,Pediatrics
D01047,Emergency,36,1.28,Emergency
D01048,Oncology,34,4.74,Oncology
D01049,Emergency,37,4.14,Emergency
D01050,Urology,6,1.09,Urology
D01051,Emergency,35,1.75,Emergency
D01052,Pediatrics,27,4.3,Pediatrics
D01053,Gastroenterology,30,1.89,Gastroenterology
D01054,Emergency,32,2.47,Emergency
D01055,Oncology,19,3.61,Oncology
D01056,Orthopedics,22,1.28,Orthopedics
D01057,Gastroenterology,21,3.7,Gastroenterology
D01058,Neurology,5,2.08,Neurology
D01059,Cardiology,21,1.69,Cardiology
D01060,Emergency,20,1.4,Emergency
D01061,Oncology,38,1.62,Oncology
D01062,Gastroenterology,31,3.21,Gastroenterology
D01063,Oncology,37,4.75,Oncology
D01064,Neurology,6,3.73,Neurology
D01065,Pediatrics,31,2.8,Pediatrics
D01066,Oncology,24,4.88,Oncology
D01067,Gastroenterology,18,1.96,Gastroenterology
D01068,Oncology,29,4.3,Oncology
D01069,Oncology,12,1.65,Oncology
D01070,Oncology,12,1.9,Oncology
D01071,Urology,29,2.93,Urology
D01072,Urology,7,1.41,Urology
D01073,Pediatrics,16,2.16,Pediatrics
D01074,Emergency,12,3.68,Emergency
D01075,Oncology,21,2.85,Oncology
D01076,Neurology,4,3.25,Neurology
D01077,Emergency,17,1.21,Emergency
D01078,Neurology,28,2.0,Neurology
D01079,Emergency,31,4.07,Emergency
D01080,Pediatrics,8,3.29,Pediatrics
D01081,Oncology,26,1.0,Oncology
D01082,Oncology,40,3.41,Oncology
D01083,Cardiology,31,1.53,Cardiology
D01084,Neurology,19,1.53,Neurology
D01085,Emergency,7,4.72,Emergency
D01086,Emergency,5,4.87,Emergency
D01087,Orthopedics,13,3.11,Orthopedics
D01088,Orthopedics,18,3.37,Orthopedics
D01089,Urology,18,2.63,Urology
D01090,Cardiology,20,4.53,Cardiology
D01091,Gastroenterology,23,3.09,Gastroenterology
D01092,Orthopedics,36,4.71,Orthopedics
D01093,Gastroenterology,40,1.89,Gastroenterology
D01094,Urology,33,1.38,Urology
D01095,Urology,7,4.95,Urology
D01096,Urology,40,2.97,Urology
D01097,Neurology,5,3.46,Neurology
D01098,Neurology,32,2.37,Neurology
D01099,Pediatrics,9,1.53,Pediatrics
D01100,Pediatrics,30,4.36,Pediatrics
D01101,Urology,32,1.58,Urology
D01102,Cardiology,39,3.01,Cardiology
D01103,Emergency,4,4.32,Emergency
D01104,Neurology,25,3.64,Neurology
D01105,Cardiology,22,3.7,Cardiology
D01106,Oncology,8,1.92,Oncology
D01107,Neurology,2,3.1,Neurology
D01108,Neurology,37,1.17,Neurology
D01109,Pediatrics,35,1.24,Pediatrics
D01110,Emergency,37,3.89,Emergency
D01111,Emergency,22,4.14,Emergency
D01112,Orthopedics,1,1.56,Orthopedics
D01113,Gastroenterology,39,4.8,Gastroenterology
D01114,Gastroenterology,33,1.52,Gastroenterology
D01115,Gastroenterology,4,2.68,Gastroenterology
D01116,Gastroenterology,9,1.79,Gastroenterology
D01117,Oncology,8,1.4,Oncology
D01118,Oncology,22,4.86,Oncology
D01119,Neurology,21,2.75,Neurology
D01120,Urology,28,2.32,Urology
D01121,Pediatrics,37,2.31,Pediatrics
D01122,Pediatrics,2,1.83,Pediatrics
D01123,Gastroenterology,17,4.88,Gastroenterology
D01124,Neurology,31,2.96,Neurology
D01125,Orthopedics,13,3.12,Orthopedics
D01126,Cardiology,18,3.84,Cardiology
D01127,Urology,24,2.63,Urology
D01128,Neurology,31,2.12,Neurology
D01129,Urology,33,2.17,Urology
D01130,Urology,31,2.39,Urology
D01131,Urology,27,3.31,Urology
D01132,Neurology,36,4.32,Neurology
D01133,Gastroenterology,21,1.97,Gastroenterology
D01134,Pediatrics,5,3.34,Pediatrics
D01135,Pediatrics,11,4.0,Pediatrics
D01136,Gastroenterology,34,4.98,Gastroenterology
D01137,Urology,34,4.63,Urology
D01138,Cardiology,3,3.59,Cardiology
D01139,Emergency,6,4.79,Emergency
D01140,Neurology,20,4.76,Neurology
D01141,Emergency,4,1.18,Emergency
D01142,Orthopedics,37,3.6,Orthopedics
D01143,Gastroenterology,39,3.61,Gastroenterology
D01144,Cardiology,7,3.71,Cardiology
D01145,Neurology,17,4.75,Neurology
D01146,Gastroenterology,38,2.15,Gastroenterology
D01147,Urology,36,1.95,Urology
D01148,Pediatrics,34,2.92,Pediatrics
D01149,Emergency,6,2.21,Emergency
D01150,Oncology,39,2.28,Oncology
D01151,Oncology,2,1.99,Oncology
D01152,Cardiology,18,3.68,Cardiology
D01153,Urology,27,3.94,Urology
D01154,Orthopedics,39,1.4,Orthopedics
D01155,Emergency,19,4.2,Emergency
D01156,Urology,32,2.07,Urology
D01157,Emergency,24,1.53,Emergency
D01158,Cardiology,34,2.83,Cardiology
D01159,Cardiology,25,3.46,Cardiology
D01160,Orthopedics,24,3.89,Orthopedics
D01161,Oncology,25,3.4,Oncology
D01162,Urology,12,4.75,Urology
D01163,Neurology,30,1.08,Neurology
D01164,Oncology,6,4.65,Oncology
D01165,Urology,30,3.93,Urology
D01166,Oncology,33,4.74,Oncology
D01167,Neurology,15,2.0,Neurology
D01168,Pediatrics,29,1.76,Pediatrics
D01169,Pediatrics,14,4.99,Pediatrics
D01170,Orthopedics,25,2.78,Orthopedics
D01171,Pediatrics,5,2.09,Pediatrics
D01172,Pediatrics,2,4.17,Pediatrics
D01173,Gastroenterology,16,3.15,Gastroenterology
D01174,Emergency,39,3.48,Emergency
D01175,Gastroenterology,38,1.22,Gastroenterology
D01176,Gastroenterology,17,3.66,Gastroenterology
D01177,Orthopedics,31,3.77,Orthopedics
D01178,Gastroenterology,1,1.55,Gastroenterology
D01179,Pediatrics,6,3.98,Pediatrics
D01180,Neurology,31,1.28,Neurology
D01181,Orthopedics,6,1.37,Orthopedics
D01182,Orthopedics,36,3.51,Orthopedics
D01183,Cardiology,8,4.78,Cardiology
D01184,Orthopedics,29,2.77,Orthopedics
D01185,Cardiology,9,1.65,Cardiology
D01186,Orthopedics,22,3.98,Orthopedics
D01187,Emergency,10,3.36,Emergency
D01188,Pediatrics,24,4.89,Pediatrics
D01189,Orthopedics,40,1.56,Orthopedics
D01190,Pediatrics,2,4.07,Pediatrics
D01191,Pediatrics,20,2.04,Pediatrics
D01192,Oncology,17,4.65,Oncology
D01193,Orthopedics,33,4.15,Orthopedics
D01194,Urology,14,2.83,Urology
D01195,Oncology,32,1.18,Oncology
D01196,Urology,37,3.74,Urology
D01197,Pediatrics,24,2.85,Pediatrics
D01198,Pediatrics,20,4.19,Pediatrics
D01199,Oncology,6,3.96,Oncology
D01200,Oncology,33,3.99,Oncology
D01201,Urology,28,1.69,Urology
D01202,Cardiology,11,2.75,Cardiology
D01203,Urology,36,2.88,Urology
D01204,Oncology,20,4.14,Oncology
D01205,Neurology,6,2.62,Neurology
D01206,Oncology,8,4.46,Oncology
D01207,Neurology,19,2.1,Neurology
D01208,Emergency,15,4.94,Emergency
D01209,Oncology,22,1.35,Oncology
D01210,Emergency,2,2.99,Emergency
D01211,Cardiology,28,3.36,Cardiology
D01212,Urology,36,2.77,Urology
D01213,Neurology,36,3.19,Neurology
D01214,Urology,18,4.11,Urology
D01215,Emergency,12,1.68,Emergency
D01216,Neurology,19,4.79,Neurology
D01217,Urology,26,2.57,Urology
D01218,Oncology,25,3.49,Oncology
D01219,Pediatrics,28,2.77,Pediatrics
D01220,Emergency,15,3.4,Emergency
D01221,Urology,10,3.9,Urology
D01222,Emergency,39,3.03,Emergency
D01223,Gastroenterology,34,1.45,Gastroenterology
D01224,Emergency,13,2.33,Emergency
D01225,Neurology,16,4.22,Neurology
D01226,Gastroenterology,40,3.28,Gastroenterology
D01227,Orthopedics,31,4.03,Orthopedics
